from_node,to_node,length_m,highway,name,road_importance,connectivity
2723994000,11455750857,878.1594998594238,unknown,DLF Downtown Gurugram,1,16
2723994000,11843196698,436.91439568294834,unknown,unnamed,1,16
12114627093,12114627080,32.916942795920995,residential,unnamed,1,8
12114627093,12114627094,10.65372790169176,service,unnamed,1,10
2727388897,2750406296,108.57690930735583,unknown,unnamed,1,12
2727388897,2750406296,435.03557403431216,unknown,unnamed,1,12
2727388897,13293576219,140.62972517943174,unknown,unnamed,1,14
4202142619,1673046539,26.37882757255379,residential,unnamed,1,12
4202142619,1673046535,3.2890658165939732,residential,unnamed,1,12
4202142619,4202142617,29.873089876304267,service,unnamed,1,8
4202142620,266586025,35.0344273603599,tertiary,Udyog Vihar Phase V Road,2,10
4202142620,10882761705,22.10000534793625,service,unnamed,1,6
537459054,10994054528,48.32038737568615,residential,unnamed,1,12
537459054,537504269,67.24080358031297,residential,U-50,1,12
537459054,537504277,104.57906852890247,residential,U-50,1,12
2727388924,13293576219,418.4750848276278,unknown,unnamed,1,16
